11.319 0.000241503
11.0265 9.94337e-08
11.0265 -3.98968e-08
11.0264 -3.99421e-09
11.0265 -3.98968e-08
11.1517 7.50505e-05
11.0265 3.80193e-08
11.0265 5.05551e-12
11.0265 -5.05285e-12
11.0265 0
11.0265 0
11.0265 -3.99039e-09
11.0266 -3.98586e-08
11.1518 7.51162e-05
11.0266 3.79499e-08
11.0266 5.03708e-12
11.0266 -5.03464e-12
11.0266 0
11.0266 0
11.0266 -3.98657e-09
11.0267 -3.98204e-08
11.1519 7.51818e-05
11.0267 3.78806e-08
11.0267 5.01843e-12
11.0267 -5.01599e-12
11.0267 0
11.0267 0
11.0267 -3.98276e-09
11.0268 -3.97823e-08
11.152 7.52473e-05
11.0268 3.78115e-08
11.0268 4.99978e-12
11.0268 -4.99711e-12
11.0268 0
11.0268 0
11.0268 -3.97894e-09
11.0268 -3.97442e-08
11.1521 7.53129e-05
11.0269 3.77425e-08
11.0269 4.98157e-12
11.0269 -4.97891e-12
11.0269 0
11.0269 0
11.0269 -3.97513e-09
11.0269 -3.97061e-08
11.1522 7.53784e-05
11.027 3.76737e-08
11.027 4.96336e-12
11.027 -4.96092e-12
11.027 2.22045e-16
11.027 -2.22045e-16
11.027 2.22045e-16
11.027 -3.9668e-08
11.027 -2.22045e-16
11.027 0
11.027 0
11.027 -3.97132e-09
11.027 -3.9668e-08
11.1523 7.54439e-05
11.0271 3.76051e-08
11.0271 4.94538e-12
11.0271 -4.94293e-12
11.0271 0
11.0271 0
11.0271 -3.96752e-09
11.0271 -3.96299e-08
11.1524 7.55093e-05
11.0272 3.75366e-08
11.0272 4.92695e-12
11.0272 -4.92451e-12
11.0272 2.22045e-16
11.0272 0
11.0272 0
11.0272 -3.96372e-09
11.0272 -3.95919e-08
11.1525 7.55747e-05
11.0273 3.74683e-08
11.0273 4.90918e-12
11.0273 -4.90696e-12
11.0273 -2.22045e-16
11.0273 2.22045e-16
11.0273 2.22045e-16
11.0273 2.22045e-16
11.0273 -3.95539e-08
11.0273 0
11.0273 0
11.0273 -3.95991e-09
11.0273 -3.95539e-08
11.1526 7.56401e-05
11.0274 3.74001e-08
11.0274 4.89098e-12
11.0274 -4.88853e-12
11.0274 0
11.0274 0
11.0274 -3.95612e-09
11.0274 -3.95159e-08
11.1527 7.57055e-05
11.0275 3.73321e-08
11.0275 4.87321e-12
11.0275 -4.87077e-12
11.0275 0
11.0275 0
11.0275 -3.95232e-09
11.0275 -3.9478e-08
11.1528 7.57708e-05
11.0276 3.72643e-08
11.0276 4.85545e-12
11.0276 -4.85301e-12
11.0276 -2.22045e-16
11.0276 2.22045e-16
11.0276 2.22045e-16
11.0276 2.22045e-16
11.0276 -3.94401e-08
11.0276 -2.22045e-16
11.0276 0
11.0276 0
11.0276 -3.94853e-09
11.0276 -3.94401e-08
11.1529 7.58361e-05
11.0277 3.71966e-08
11.0277 4.83769e-12
11.0277 -4.83547e-12
11.0277 0
11.0277 0
11.0277 -3.94473e-09
11.0277 -3.94022e-08
11.153 7.59013e-05
11.0278 3.71291e-08
11.0277 4.81992e-12
11.0277 -4.8177e-12
11.0277 0
11.0277 0
11.0278 -3.94095e-09
11.0278 -3.93643e-08
11.1531 7.59666e-05
11.0279 3.70617e-08
11.0278 4.80216e-12
11.0278 -4.79972e-12
11.0278 -2.22045e-16
11.0278 2.22045e-16
11.0278 0
11.0278 0
11.0278 -3.93716e-09
11.0279 -3.93264e-08
11.1532 7.60318e-05
11.028 3.69944e-08
11.0279 4.78484e-12
11.0279 -4.78262e-12
11.0279 0
11.0279 0
11.0279 -3.93338e-09
11.028 -3.92886e-08
11.1533 7.60969e-05
11.0281 3.69274e-08
11.028 4.76708e-12
11.028 -4.76441e-12
11.028 -2.22045e-16
11.028 2.22045e-16
11.028 2.22045e-16
